Organisation name,Type of organisation,Organisational body,Position,Title,First name,Last name(s),Gender
Red Sea Global,Azienda,Consiglio di amministrazione,Member,HE Eng,Abdulrahman,bin Abdulmohsen Al-Fadhly,Male
Red Sea Global,Azienda,Consiglio di amministrazione,Member,,John,Pagano,Male
Red Sea Global,Azienda,Direzione esecutiva,Group Chief Administrative Officer,Eng,Ahmad,G. Darwish,Male
Red Sea Global,Azienda,Direzione esecutiva,Group Chief Development Officer,,Nicholas,King,Male
Red Sea Global,Azienda,Direzione esecutiva,Group Chief Environment and Sustainability Officer,,Raed,Albasseet,Male
Red Sea Global,Azienda,Direzione esecutiva,Group Chief Executive Officer,,John,Pagano,Male
Red Sea Global,Azienda,Direzione esecutiva,Group Chief Financial Officer,,Douglas,Ludwig,Male
Red Sea Global,Azienda,Direzione esecutiva,Group Chief Governance Officer,Dr,Maryam,Ali Ficociello,Female
Red Sea Global,Azienda,Direzione esecutiva,Group Chief Internal Audit Officer,,Tareq,Musmali,Male
Red Sea Global,Azienda,Direzione esecutiva,"Group Head of Cost, Commercial, and Procurement",,Benjamin,Edwards,Male
Red Sea Global,Azienda,Direzione esecutiva,Group Head of Global Brand Development,,Tracy,Lanza,Female
Red Sea Global,Azienda,Direzione esecutiva,Group Head of Investments & Legal,,Greg,Djerejian,Male
Riyadh Air,Azienda,Consiglio di amministrazione,Chairman,HE,Yasir,Al-Rumayyan,Male
Riyadh Air,Azienda,Direzione esecutiva,Chief executive officer,,Tony,Douglas,Male
Riyadh Development Company,Azienda,Consiglio di amministrazione,Chairman,HH Prince,Faisal,bin Abdulaziz bin Ayyaf,Male
Riyadh Development Company,Azienda,Consiglio di amministrazione,Member,,Fahad,Al-Kassim,Male
Riyadh Development Company,Azienda,Consiglio di amministrazione,Member,,Ali,bin Abdulaziz Al-Khudairi,Male
Riyadh Development Company,Azienda,Consiglio di amministrazione,Member,,Mansour,bin Abdullah Al-Zeer,Male
Riyadh Development Company,Azienda,Consiglio di amministrazione,Member,,Ali,bin Abdullah Saleh Al-Hassoon,Male
Riyadh Development Company,Azienda,Consiglio di amministrazione,Member,,Abullah,bin Mohammed Ibrahim Al-Bahooth,Male
Riyadh Development Company,Azienda,Consiglio di amministrazione,Member,,Majid,Nasser Mohammed Al-Subaie,Male
Riyadh Development Company,Azienda,Consiglio di amministrazione,Member,,Khaled,Saleh Suleiman Al-Hathal,Male
ROSHN,Azienda,Consiglio di amministrazione,Chairman,HRH Crown Prince,Mohammed,bin Salman bin Abdulaziz Al-Saud,Male
ROSHN,Azienda,Consiglio di amministrazione,Member,HE,Yasir,Al-Rumayyan,Male
ROSHN,Azienda,Consiglio di amministrazione,Member,HE,Majid,bin Abdullah Al-Hogail,Male
ROSHN,Azienda,Consiglio di amministrazione,Member,HE,Majid,bin Abdullah Al-Qasabi,Male
ROSHN,Azienda,Consiglio di amministrazione,Member,HE Dr,Fahad,bin Abdullah Toonsi,Male
ROSHN,Azienda,Consiglio di amministrazione,Member,HE Eng,Ibrahim,bin Mohammed Al-Sultan,Male
ROSHN,Azienda,Consiglio di amministrazione,Member,HH Prince,Abdulaziz,bin Mohammed bin Ayyaf Al-Migrin,Male
ROSHN,Azienda,Direzione esecutiva,Chief development officer,,Oussama,Kabbani,Male
ROSHN,Azienda,Direzione esecutiva,Chief executive officer,,David,Grover,Male
ROSHN,Azienda,Direzione esecutiva,Chief financial officer,,Avinash,Pangarkar,Male
ROSHN,Azienda,Direzione esecutiva,Chief sales officer,,Jason,Margetts,Male
ROSHN,Azienda,Direzione esecutiva,"Executive Director, Corporate Governance, Risk Management and Compliance",,Rakan,Al-Huthali,Male
ROSHN,Azienda,Direzione esecutiva,Human Resources Officer,,Nasreen,Al-Dossary,Female
ROSHN,Azienda,Direzione esecutiva,Marketing and Communications Officer,,Ghada,Al-Rumayan,Female
Royal Commission for AlUla,Altro,Consiglio di amministrazione,Chairman,HRH Crown Prince,Mohammed,bin Salman bin Abdulaziz Al-Saud,Male
Royal Commission for AlUla,Altro,Consiglio di amministrazione,Member,Dr,Saad,bin Abdullah Al-Sowayan,Male
Royal Commission for AlUla,Altro,Consiglio di amministrazione,Member,HH Prince,Badr,bin Abdullah bin Mohammed bin Farhan Al-Saud,Male
Royal Commission for AlUla,Altro,Consiglio di amministrazione,Member,HE Dr,Fahad,bin Abdullah Toonsi,Male
Royal Commission for AlUla,Altro,Consiglio di amministrazione,Member,Dr,Eid,bin Hamad Al-Yahya,Male
Royal Commission for AlUla,Altro,Consiglio di amministrazione,Member,HE Dr,Hamad,bin Mohammed Al Al-Sheikh,Male
Royal Commission for AlUla,Altro,Consiglio di amministrazione,Member,HE Eng,Ibrahim,bin Mohammed Al-Sultan,Male
Royal Commission for AlUla,Altro,Consiglio di amministrazione,Member,Eng,Mousa,bin Omran Al-Omran,Male
Royal Commission for AlUla,Altro,Consiglio di amministrazione,Member,Dr,Khaled,Omar Azzam,Male
Royal Commission for AlUla,Altro,Consiglio di amministrazione,Member,Eng,John,Pagano,Male
Royal Commission for AlUla,Altro,Comitato esecutivo,Chairman,HH Prince,Badr,bin Abdullah bin Mohammed bin Farhan Al-Saud,Male
Royal Commission for AlUla,Altro,Comitato esecutivo,Member,HE Dr,Fahad,bin Abdullah Toonsi,Male
Royal Commission for AlUla,Altro,Comitato esecutivo,Member,HE Eng,Ibrahim,bin Mohammed Al-Sultan,Male
Royal Commission for AlUla,Altro,Comitato esecutivo,Member,Eng,Mousa,bin Omran Al-Omran,Male
Royal Commission for AlUla,Altro,Comitato esecutivo,Member,Dr,Khaled,Omar Azzam,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Chairman,HRH Crown Prince,Mohammed,bin Salman bin Abdulaziz Al-Saud,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Chief executive officer,HE Engineer,Saleh,bin Ibrahim Al-Rasheed,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Member,HRH Prince,Khaled,Al-Faisal bin Abdulaziz Al-Saud,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Member,HE,Ahmed,Al-Khateeb,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Member,HE,Yasir,Al-Rumayyan,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Member,HE Professor,Muhammad,Al-Tuwaijri,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Member,HE,Mohammed,bin Abdullah Al-Jadaan,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Member,HE,Majid,bin Abdullah Al-Qasabi,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Member,HE Dr,Fahad,bin Abdullah Toonsi,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Member,HE Eng,Abdulrahman,bin Abdulmohsen Al-Fadhly,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Member,HE Professor,Saleh,bin Ali al-Turki,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Member,HRH Prince,Abdullah,bin Bandar bin Abdulaziz Al-Saud,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Member,HE Dr.,Tawfiq,bin Fawzan Al-Rabiah,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Member,HE Eng,Ibrahim,bin Mohammed Al-Sultan,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Member,HE Eng.,Saleh,bin Nasser Al-Jasser,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Member,HRH Prince,Abdulaziz,bin Saud bin Naif bin Abdulaziz Al-Saud,Male
Royal Commission for Makkah City & Holy Sites,Altro,Consiglio di amministrazione,Member,HRH Prince,Badr,bin Sultan bin Abdulaziz Al-Saud,Male
